pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"IM1 1BH","IM1  1BH","IM1 1BH","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BJ","IM1  1BJ","IM1 1BJ","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BL","IM1  1BL","IM1 1BL","200402","201707","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BN","IM1  1BN","IM1 1BN","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BP","IM1  1BP","IM1 1BP","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BQ","IM1  1BQ","IM1 1BQ","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BR","IM1  1BR","IM1 1BR","200703","200910","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BS","IM1  1BS","IM1 1BS","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BT","IM1  1BT","IM1 1BT","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BU","IM1  1BU","IM1 1BU","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BW","IM1  1BW","IM1 1BW","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BX","IM1  1BX","IM1 1BX","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1BY","IM1  1BY","IM1 1BY","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
