DZ11CD,IMD16
S01011844,6500
S01011845,4792
S01011846,5253
S01011847,5233
S01011848,5034
S01011849,4865
S01011850,6167
S01011851,4588
S01011852,4925
S01011853,6053
S01011854,5544
S01011855,3523
S01011856,6692
S01011857,4204
S01011858,5735
S01011859,4091
S01011860,5020
S01011861,4845
S01011862,6375
S01011863,4914
S01011864,6815
S01011865,4544
S01011866,4166
S01011867,2942
S01011868,3336
S01011869,3270
S01011870,2962
S01011871,4722
S01011872,4800
S01011873,4716
S01011874,5214
S01011875,4056
S01011876,4963
S01011877,4733
S01011878,5466
S01011879,5408
S01011880,4441
S01011881,4698
S01011882,3640
S01011883,4950
S01011884,2632
S01011885,6122
S01011886,5200
S01011887,3957
S01011888,2443
S01011889,4398
S01011890,5536
S01011891,2413
S01011892,5996
S01011893,3415
S01011894,3838
S01011895,6915
S01011896,6083
S01011897,6757
S01011898,6791
S01011899,6288
S01011900,6483
S01011901,6726
S01011902,5748
S01011903,6683
S01011904,6260
S01011905,6316
S01011906,5890
S01011907,6258
S01011908,6400
S01011909,5598
S01011910,834
S01011911,3762
S01011912,2283
S01011913,709
S01011914,852
S01011915,2067
S01011916,2002
S01011917,2828
S01011918,395
S01011919,2915
S01011920,751
S01011921,1518
S01011922,1581
S01011923,1660
S01011924,1845
S01011925,4978
S01011926,2547
S01011927,2130
S01011928,2245
S01011929,2370
S01011930,1832
S01011931,491
S01011932,4325
S01011933,2064
S01011934,4518
S01011935,2239
S01011936,3582
S01011937,2702
S01011938,3656
S01011939,1012
S01011940,1356
S01011941,1696
S01011942,2021
S01011943,652
S01011944,5181
S01011945,3999
S01011946,3007
S01011947,4870
S01011948,3000
S01011949,6780
S01011950,5438
S01011951,5432
S01011952,5722
S01011953,6464
S01011954,2509
S01011955,4068
S01011956,5615
S01011957,4785
S01011958,4827
S01011959,2943
S01011960,5107
S01011961,4599
S01011962,4985
S01011963,4184
S01011964,4119
S01011965,5328
S01011966,4837
S01011967,5196
S01011968,5765
S01011969,3435
S01011970,2141
S01011971,5071
S01011972,4191
S01011973,4761
S01011974,5038
S01011975,4878
S01011976,5182
S01011977,2967
S01011978,3053
S01011979,5420
S01011980,3821
S01011981,3586
S01011982,4121
S01011983,4368
S01011984,1169
S01011985,4663
S01011986,546
S01011987,3061
S01011988,5054
S01011989,5497
S01011990,6278
S01011991,3633
S01011992,5773
S01011993,2099
S01011994,5935
S01011995,4592
S01011996,2979
S01011997,3377
S01011998,5918
S01011999,4258
S01012000,5605
S01012001,4386
S01012002,3076
S01012003,4563
S01012004,4279
S01012005,5407
S01012006,5204
S01012007,4809
S01012008,3801
S01012009,4483
S01012010,5620
S01012011,5033
S01012012,4842
S01012013,4138
S01012014,4214
S01012015,5270
S01012016,4294
S01012017,4030
S01012018,4164
S01012019,5494
S01012020,2644
S01012021,3913
S01012022,4071
S01012023,5564
S01012024,5066
S01012025,3891
S01012026,6329
S01012027,4687
S01012028,6112
S01012029,3027
S01012030,5005
S01012031,5933
S01012032,5161
S01012033,3808
S01012034,3659
S01012035,4788
S01012036,5621
S01012037,1229
S01012038,139
S01012039,1402
S01012040,4407
S01012041,2259
S01012042,1854
S01012043,697
S01012044,503
S01012045,1048
S01012046,572
S01012047,608
S01012048,802
S01012049,2277
S01012050,3809
S01012051,2790
S01012052,2414
S01012053,1801
S01012054,401
S01012055,1681
S01012056,4273
S01012057,5550
S01012058,5478
S01012059,1611
S01012060,1701
S01012061,3783
S01012062,4755
S01012063,3557
S01012064,181
S01012065,22
S01012066,627
S01012067,11
S01012068,1
S01012069,151
S01012070,124
S01012071,309
S01012072,416
S01012073,4237
S01012074,5611
S01012075,5474
S01012076,3446
S01012077,1031
S01012078,3082
S01012079,1300
S01012080,818
S01012081,250
S01012082,613
S01012083,419
S01012084,3664
S01012085,3074
S01012086,957
S01012087,1885
S01012088,3901
S01012089,5030
S01012090,6055
S01012091,5425
S01012092,5780
S01012093,5655
S01012094,5952
S01012095,2432
S01012096,1124
S01012097,1729
S01012098,1905
S01012099,1232
S01012100,1559
S01012101,5948
S01012102,889
S01012103,3774
S01012104,6102
S01012105,5185
S01012106,6470
S01012107,3953
S01012108,975
S01012109,694
S01012110,1547
S01012111,537
S01012112,3060
S01012113,2948
S01012114,6137
S01012115,2897
S01012116,2597
S01012117,6272
S01012118,3652
S01012119,5511
S01012120,1295
S01012121,1100
S01012122,2433
S01012123,2917
S01012124,4803
S01012125,281
S01012126,3702
S01012127,1423
S01012128,1404
S01012129,799
S01012130,1386
S01012131,626
S01012132,1362
S01012133,2537
S01012134,4691
S01012135,152
S01012136,596
S01012137,937
S01012138,4482
S01012139,3699
S01012140,6146
S01012141,6025
S01012142,6162
S01012143,6247
S01012144,5262
S01012145,6697
S01012146,1168
S01012147,521
S01012148,513
S01012149,2100
S01012150,657
S01012151,1718
S01012152,312
S01012153,408
S01012154,659
S01012155,451
S01012156,646
S01012157,1772
S01012158,3521
S01012159,5405
S01012160,5964
S01012161,929
S01012162,1450
S01012163,1278
S01012164,5806
S01012165,461
S01012166,1247
S01012167,1737
S01012168,5458
S01012169,2576
S01012170,2243
S01012171,2308
S01012172,1720
S01012173,5191
S01012174,5557
S01012175,4185
S01012176,4036
S01012177,5290
S01012178,5586
S01012179,2405
S01012180,2712
S01012181,2535
S01012182,5916
S01012183,1944
S01012184,4558
S01012185,1103
S01012186,2479
S01012187,907
S01012188,4132
S01012189,4768
S01012190,6101
S01012191,5798
S01012192,5398
S01012193,5906
S01012194,6736
S01012195,5560
S01012196,5992
S01012197,3022
S01012198,2992
S01012199,3192
S01012200,2895
S01012201,2946
S01012202,3984
S01012203,4979
S01012204,5841
S01012205,5423
S01012206,5024
S01012207,3181
S01012208,2754
S01012209,2590
S01012210,2804
S01012211,3745
S01012212,6530
S01012213,6324
S01012214,6379
S01012215,6790
S01012216,6591
S01012217,397
S01012218,316
S01012219,1008
S01012220,524
S01012221,1527
S01012222,1759
S01012223,1324
S01012224,2637
S01012225,1709
S01012226,3967
S01012227,4125
S01012228,3577
S01012229,5406
S01012230,5796
S01012231,6001
S01012232,6111
S01012233,6371
S01012234,5288
S01012235,6938
S01012236,5013
S01012237,6509
S01012238,3286
S01012239,1670
S01012240,3431
S01012241,6217
S01012242,5838
S01012243,5949
S01012244,4349
S01012245,5266
S01012246,6344
S01012247,4564
S01012248,4552
S01012249,4323
S01012250,5540
S01012251,2929
S01012252,2884
S01012253,3578
S01012254,6140
S01012255,4949
S01012256,6152
S01012257,4601
S01012258,6649
S01012259,6932
S01012260,4866
S01012261,5914
S01012262,3301
S01012263,3132
S01012264,4695
S01012265,3219
S01012266,4478
S01012267,6109
S01012268,5258
S01012269,5582
S01012270,4052
S01012271,4469
S01012272,5046
S01012273,4418
S01012274,3441
S01012275,2140
S01012276,2846
S01012277,3224
S01012278,2097
S01012279,2332
S01012280,2520
S01012281,3464
S01012282,5098
S01012283,3737
S01012284,1426
S01012285,4833
S01012286,1823
S01012287,365
S01012288,719
S01012289,4627
S01012290,3925
S01012291,5725
S01012292,6447
S01012293,3727
S01012294,2903
S01012295,3150
S01012296,6269
S01012297,4153
S01012298,5373
S01012299,4284
S01012300,3214
S01012301,4341
S01012302,2323
S01012303,4624
S01012304,4080
S01012305,3792
S01012306,3081
S01012307,2885
S01012308,5696
S01012309,3769
S01012310,3505
S01012311,4318
S01012312,3123
S01012313,2823
S01012314,2554
S01012315,2124
S01012316,1820
S01012317,5507
S01012318,2500
S01012319,3819
S01012320,2914
S01012321,4305
S01012322,4255
S01012323,4334
S01012324,3277
S01012325,4459
S01012326,1948
S01012327,4009
S01012328,2742
S01012329,3267
S01012330,4422
S01012331,6413
S01012332,4029
S01012333,4175
S01012334,3522
S01012335,4970
S01012336,4787
S01012337,2234
S01012338,3075
S01012339,3847
S01012340,4775
S01012341,4719
S01012342,4421
S01012343,4503
S01012344,2442
S01012345,3930
S01012346,4271
S01012347,4545
S01012348,4928
S01012349,2848
S01012350,3333
S01012351,3233
S01012352,4597
S01012353,2049
S01012354,3949
S01012355,2824
S01012356,4840
S01012357,4629
S01012358,3698
S01012359,843
S01012360,633
S01012361,860
S01012362,781
S01012363,1192
S01012364,2076
S01012365,4939
S01012366,2156
S01012367,3969
S01012368,4486
S01012369,4887
S01012370,3032
S01012371,1918
S01012372,1510
S01012373,2888
S01012374,3297
S01012375,2363
S01012376,4962
S01012377,4884
S01012378,3768
S01012379,3550
S01012380,2887
S01012381,2844
S01012382,5752
S01012383,4385
S01012384,4157
S01012385,4591
S01012386,1257
S01012387,4187
S01012388,4704
S01012389,5031
S01012390,4361
S01012391,5042
S01012392,4585
S01012393,4876
S01012394,2854
S01012395,5395
S01012396,4509
S01012397,3497
S01012398,3591
S01012399,4443
S01012400,3102
S01012401,2548
S01012402,4861
S01012403,4565
S01012404,4524
S01012405,5303
S01012406,4356
S01012407,4751
S01012408,4815
S01012409,4391
S01012410,5043
S01012411,3338
S01012412,3541
S01012413,3383
S01012414,2873
S01012415,5326
S01012416,4192
S01012417,2066
S01012418,2649
S01012419,2445
S01012420,2080
S01012421,2060
S01012422,2534
S01012423,3938
S01012424,2198
S01012425,469
S01012426,383
S01012427,905
S01012428,2367
S01012429,1819
S01012430,3502
S01012431,3188
S01012432,1886
S01012433,2012
S01012434,2278
S01012435,1312
S01012436,945
S01012437,2711
S01012438,3160
S01012439,1964
S01012440,5473
S01012441,3879
S01012442,2951
S01012443,3846
S01012444,2117
S01012445,6108
S01012446,1600
S01012447,5831
S01012448,4535
S01012449,3302
S01012450,4143
S01012451,5703
S01012452,5015
S01012453,6362
S01012454,6049
S01012455,6606
S01012456,6030
S01012457,5693
S01012458,6874
S01012459,6345
S01012460,6590
S01012461,2881
S01012462,1580
S01012463,1208
S01012464,762
S01012465,2774
S01012466,4314
S01012467,2801
S01012468,3645
S01012469,6387
S01012470,2167
S01012471,6550
S01012472,6076
S01012473,5081
S01012474,2954
S01012475,5562
S01012476,3225
S01012477,6255
S01012478,3205
S01012479,5656
S01012480,1822
S01012481,1199
S01012482,2171
S01012483,811
S01012484,4895
S01012485,5699
S01012486,5057
S01012487,2334
S01012488,2608
S01012489,37
S01012490,350
S01012491,42
S01012492,64
S01012493,901
S01012494,2998
S01012495,1284
S01012496,555
S01012497,477
S01012498,274
S01012499,1235
S01012500,835
S01012501,75
S01012502,46
S01012503,564
S01012504,1162
S01012505,1108
S01012506,3618
S01012507,2439
S01012508,2462
S01012509,4488
S01012510,5110
S01012511,3500
S01012512,1872
S01012513,5342
S01012514,5062
S01012515,1447
S01012516,2898
S01012517,1963
S01012518,4724
S01012519,3266
S01012520,5687
S01012521,4879
S01012522,6249
S01012523,5447
S01012524,5341
S01012525,5941
S01012526,6724
S01012527,4006
S01012528,2474
S01012529,3285
S01012530,4920
S01012531,3966
S01012532,3666
S01012533,5073
S01012534,2546
S01012535,3559
S01012536,2150
S01012537,2601
S01012538,1826
S01012539,2704
S01012540,1472
S01012541,3065
S01012542,2501
S01012543,4399
S01012544,2863
S01012545,1650
S01012546,2876
S01012547,3751
S01012548,4931
S01012549,1383
S01012550,2871
S01012551,6526
S01012552,6494
S01012553,6355
S01012554,6233
S01012555,6556
S01012556,5848
S01012557,5862
S01012558,2272
S01012559,683
S01012560,3743
S01012561,3334
S01012562,1183
S01012563,6584
S01012564,6319
S01012565,5493
S01012566,2489
S01012567,2417
S01012568,5876
S01012569,5835
S01012570,2745
S01012571,2217
S01012572,3186
S01012573,4289
S01012574,4550
S01012575,5388
S01012576,6128
S01012577,4669
S01012578,4487
S01012579,3122
S01012580,3983
S01012581,1436
S01012582,3524
S01012583,2310
S01012584,3842
S01012585,1495
S01012586,2159
S01012587,4336
S01012588,4614
S01012589,2402
S01012590,1158
S01012591,918
S01012592,5014
S01012593,5309
S01012594,3687
S01012595,2718
S01012596,1831
S01012597,4812
S01012598,5534
S01012599,3357
S01012600,5365
S01012601,6186
S01012602,1342
S01012603,1445
S01012604,2104
S01012605,2388
S01012606,6106
S01012607,3403
S01012608,2327
S01012609,1133
S01012610,854
S01012611,3796
S01012612,1658
S01012613,2923
S01012614,3161
S01012615,4113
S01012616,3748
S01012617,5165
S01012618,3097
S01012619,1055
S01012620,6367
S01012621,4331
S01012622,3064
S01012623,2631
S01012624,2639
S01012625,1625
S01012626,5001
S01012627,1916
S01012628,6045
S01012629,4543
S01012630,2092
S01012631,1104
S01012632,4463
S01012633,2964
S01012634,2422
S01012635,3493
S01012636,4022
S01012637,1457
S01012638,2696
S01012639,1583
S01012640,327
S01012641,2003
S01012642,472
S01012643,2751
S01012644,1666
S01012645,3229
S01012646,5157
S01012647,5846
S01012648,640
S01012649,2401
S01012650,3943
S01012651,857
S01012652,5209
S01012653,1319
S01012654,3442
S01012655,1815
S01012656,1807
S01012657,1877
S01012658,4777
S01012659,6248
S01012660,1533
S01012661,3936
S01012662,1970
S01012663,4150
S01012664,2645
S01012665,390
S01012666,410
S01012667,485
S01012668,1210
S01012669,5929
S01012670,5675
S01012671,1490
S01012672,142
S01012673,684
S01012674,90
S01012675,520
S01012676,2703
S01012677,1207
S01012678,4943
S01012679,2817
S01012680,6164
S01012681,3171
S01012682,3800
S01012683,1690
S01012684,3227
S01012685,2131
S01012686,5867
S01012687,6666
S01012688,3354
S01012689,5525
S01012690,5746
S01012691,6251
S01012692,4210
S01012693,6359
S01012694,3929
S01012695,2860
S01012696,4741
S01012697,5035
S01012698,4644
S01012699,3090
S01012700,3890
S01012701,5585
S01012702,3909
S01012703,4476
S01012704,987
S01012705,6514
S01012706,1376
S01012707,6440
S01012708,1244
S01012709,1744
S01012710,1451
S01012711,356
S01012712,6282
S01012713,5988
S01012714,6735
S01012715,1523
S01012716,6056
S01012717,1828
S01012718,4328
S01012719,2675
S01012720,2935
S01012721,3611
S01012722,556
S01012723,403
S01012724,2304
S01012725,2435
S01012726,3330
S01012727,371
S01012728,143
S01012729,3142
S01012730,779
S01012731,1672
S01012732,1899
S01012733,5056
S01012734,5481
S01012735,3401
S01012736,2398
S01012737,4388
S01012738,1435
S01012739,5434
S01012740,5102
S01012741,5623
S01012742,6549
S01012743,6444
S01012744,5971
S01012745,6065
S01012746,3948
S01012747,2322
S01012748,209
S01012749,474
S01012750,830
S01012751,1286
S01012752,1397
S01012753,870
S01012754,1180
S01012755,203
S01012756,1360
S01012757,1417
S01012758,1792
S01012759,846
S01012760,578
S01012761,1656
S01012762,2638
S01012763,1888
S01012764,1266
S01012765,2440
S01012766,1374
S01012767,5412
S01012768,5011
S01012769,5118
S01012770,2866
S01012771,2065
S01012772,879
S01012773,1643
S01012774,2116
S01012775,2105
S01012776,1138
S01012777,4660
S01012778,1223
S01012779,583
S01012780,490
S01012781,2192
S01012782,266
S01012783,539
S01012784,1073
S01012785,158
S01012786,73
S01012787,3581
S01012788,691
S01012789,2095
S01012790,4971
S01012791,5541
S01012792,2288
S01012793,621
S01012794,3438
S01012795,554
S01012796,1091
S01012797,1305
S01012798,5236
S01012799,5989
S01012800,5977
S01012801,5907
S01012802,6066
S01012803,5572
S01012804,1898
S01012805,2260
S01012806,2759
S01012807,6528
S01012808,5100
S01012809,4666
S01012810,1261
S01012811,3920
S01012812,4700
S01012813,6075
S01012814,4945
S01012815,5450
S01012816,3040
S01012817,6246
S01012818,4414
S01012819,229
S01012820,4632
S01012821,5469
S01012822,196
S01012823,5424
S01012824,2269
S01012825,1325
S01012826,123
S01012827,4958
S01012828,6046
S01012829,269
S01012830,1785
S01012831,1177
S01012832,960
S01012833,737
S01012834,909
S01012835,1573
S01012836,5332
S01012837,153
S01012838,145
S01012839,4495
S01012840,5813
S01012841,5060
S01012842,4932
S01012843,6667
S01012844,6901
S01012845,4514
S01012846,407
S01012847,3447
S01012848,4646
S01012849,1904
S01012850,1695
S01012851,2779
S01012852,6502
S01012853,4706
S01012854,6238
S01012855,4618
S01012856,1302
S01012857,1132
S01012858,844
S01012859,1942
S01012860,3458
S01012861,4657
S01012862,173
S01012863,169
S01012864,298
S01012865,2493
S01012866,2292
S01012867,465
S01012868,763
S01012869,68
S01012870,3038
S01012871,3571
S01012872,3265
S01012873,3011
S01012874,793
S01012875,1315
S01012876,1006
S01012877,1555
S01012878,5791
S01012879,5829
S01012880,6339
S01012881,4940
S01012882,355
S01012883,208
S01012884,1786
S01012885,382
S01012886,5513
S01012887,6017
S01012888,6325
S01012889,4293
S01012890,703
S01012891,1598
S01012892,561
S01012893,344
S01012894,4795
S01012895,5455
S01012896,1488
S01012897,4590
S01012898,5840
S01012899,1049
S01012900,2990
S01012901,2904
S01012902,2670
S01012903,2667
S01012904,2656
S01012905,1571
S01012906,4035
S01012907,2763
S01012908,2687
S01012909,2782
S01012910,1521
S01012911,3308
S01012912,2858
S01012913,3588
S01012914,2939
S01012915,4057
S01012916,3644
S01012917,5779
S01012918,3663
S01012919,3173
S01012920,6074
S01012921,2540
S01012922,4735
S01012923,3604
S01012924,3116
S01012925,5881
S01012926,3772
S01012927,4220
S01012928,5079
S01012929,4193
S01012930,1647
S01012931,3135
S01012932,4753
S01012933,3398
S01012934,2073
S01012935,3400
S01012936,3194
S01012937,3104
S01012938,5433
S01012939,5878
S01012940,5934
S01012941,5240
S01012942,2051
S01012943,5217
S01012944,5909
S01012945,5167
S01012946,5715
S01012947,6068
S01012948,5396
S01012949,5888
S01012950,5960
S01012951,6512
S01012952,5472
S01012953,4961
S01012954,5853
S01012955,4703
S01012956,2760
S01012957,2683
S01012958,3091
S01012959,5018
S01012960,3203
S01012961,5932
S01012962,6201
S01012963,6508
S01012964,5852
S01012965,4077
S01012966,4678
S01012967,2185
S01012968,2018
S01012969,1613
S01012970,2210
S01012971,1910
S01012972,1505
S01012973,2902
S01012974,1653
S01012975,2291
S01012976,2446
S01012977,2026
S01012978,1655
S01012979,2977
S01012980,2552
S01012981,2693
S01012982,2735
S01012983,5314
S01012984,3946
S01012985,4275
S01012986,2809
S01012987,3211
S01012988,2387
S01012989,3864
S01012990,2541
S01012991,3028
S01012992,3098
S01012993,2091
S01012994,2287
S01012995,3470
S01012996,2470
S01012997,2685
S01012998,3691
S01012999,2661
S01013000,2144
S01013001,5299
S01013002,4446
S01013003,6586
S01013004,5506
S01013005,4981
S01013006,4517
S01013007,5751
S01013008,5470
S01013009,4250
S01013010,5427
S01013011,6492
S01013012,4515
S01013013,6195
S01013014,4066
S01013015,4804
S01013016,4846
S01013017,5192
S01013018,5331
S01013019,5428
S01013020,2883
S01013021,3284
S01013022,5083
S01013023,6628
S01013024,4681
S01013025,3113
S01013026,2228
S01013027,760
S01013028,2720
S01013029,1411
S01013030,1419
S01013031,1200
S01013032,5444
S01013033,4008
S01013034,1431
S01013035,1204
S01013036,1087
S01013037,5364
S01013038,2586
S01013039,6565
S01013040,2791
S01013041,2736
S01013042,4257
S01013043,1092
S01013044,2280
S01013045,3579
S01013046,2254
S01013047,5499
S01013048,4159
S01013049,5678
S01013050,1619
S01013051,2376
S01013052,2347
S01013053,855
S01013054,3465
S01013055,1413
S01013056,1825
S01013057,402
S01013058,6346
S01013059,5190
S01013060,5352
S01013061,6688
S01013062,6677
S01013063,6275
S01013064,2200
S01013065,2205
S01013066,1689
S01013067,3848
S01013068,1082
S01013069,2780
S01013070,2013
S01013071,5487
S01013072,480
S01013073,812
S01013074,102
S01013075,81
S01013076,6421
S01013077,641
S01013078,642
S01013079,4891
S01013080,5256
S01013081,6834
S01013082,5708
S01013083,6962
S01013084,6744
S01013085,4032
S01013086,5965
S01013087,6818
S01013088,6411
S01013089,3994
S01013090,6113
S01013091,4537
S01013092,2814
S01013093,5750
S01013094,6353
S01013095,6313
S01013096,4693
S01013097,5743
S01013098,6262
S01013099,5012
S01013100,6320
S01013101,2924
S01013102,6708
S01013103,6749
S01013104,6771
S01013105,6305
S01013106,5267
S01013107,5463
S01013108,3775
S01013109,4097
S01013110,4555
S01013111,4912
S01013112,5584
S01013113,3337
S01013114,4111
S01013115,3875
S01013116,6630
S01013117,4823
S01013118,4462
S01013119,3009
S01013120,4229
S01013121,2847
S01013122,306
S01013123,1371
S01013124,2070
S01013125,2857
S01013126,443
S01013127,452
S01013128,1019
S01013129,1130
S01013130,299
S01013131,1749
S01013132,912
S01013133,969
S01013134,2420
S01013135,83
S01013136,1504
S01013137,2119
S01013138,138
S01013139,409
S01013140,618
S01013141,1304
S01013142,839
S01013143,2084
S01013144,1992
S01013145,2014
S01013146,2620
S01013147,3274
S01013148,4002
S01013149,2882
S01013150,2550
S01013151,4264
S01013152,2655
S01013153,743
S01013154,1381
S01013155,831
S01013156,597
S01013157,732
S01013158,4862
S01013159,4575
S01013160,5387
S01013161,1697
S01013162,1198
S01013163,4437
S01013164,1836
S01013165,2953
S01013166,104
S01013167,92
S01013168,1348
S01013169,836
S01013170,663
S01013171,4023
S01013172,2421
S01013173,4130
S01013174,5833
S01013175,4523
S01013176,3106
S01013177,4541
S01013178,3961
S01013179,3078
S01013180,5155
S01013181,4309
S01013182,2557
S01013183,3793
S01013184,603
S01013185,1816
S01013186,1099
S01013187,1549
S01013188,3128
S01013189,5501
S01013190,2189
S01013191,6317
S01013192,3829
S01013193,4868
S01013194,3708
S01013195,1978
S01013196,5116
S01013197,4520
S01013198,2465
S01013199,2460
S01013200,1213
S01013201,127
S01013202,869
S01013203,559
S01013204,3822
S01013205,219
S01013206,1203
S01013207,1353
S01013208,749
S01013209,1735
S01013210,5339
S01013211,2738
S01013212,6013
S01013213,5766
S01013214,5143
S01013215,2320
S01013216,1068
S01013217,2201
S01013218,767
S01013219,1022
S01013220,862
S01013221,1467
S01013222,593
S01013223,1572
S01013224,1756
S01013225,758
S01013226,3047
S01013227,807
S01013228,1067
S01013229,1761
S01013230,2371
S01013231,1236
S01013232,1587
S01013233,3048
S01013234,6072
S01013235,3237
S01013236,4534
S01013237,2596
S01013238,573
S01013239,423
S01013240,448
S01013241,5393
S01013242,4649
S01013243,1933
S01013244,1557
S01013245,3292
S01013246,2584
S01013247,995
S01013248,622
S01013249,2361
S01013250,2870
S01013251,581
S01013252,2971
S01013253,3638
S01013254,1102
S01013255,3840
S01013256,3519
S01013257,3217
S01013258,5084
S01013259,2861
S01013260,1388
S01013261,1455
S01013262,2093
S01013263,5917
S01013264,5688
S01013265,6212
S01013266,5451
S01013267,1241
S01013268,3439
S01013269,6019
S01013270,5763
S01013271,6337
S01013272,5668
S01013273,6775
S01013274,5777
S01013275,5137
S01013276,5759
S01013277,1983
S01013278,1637
S01013279,1456
S01013280,3491
S01013281,1773
S01013282,1160
S01013283,2279
S01013284,6093
S01013285,5087
S01013286,6011
S01013287,6503
S01013288,4211
S01013289,5581
S01013290,4926
S01013291,4393
S01013292,5531
S01013293,5912
S01013294,4163
S01013295,4655
S01013296,1507
S01013297,3264
S01013298,2869
S01013299,3141
S01013300,2328
S01013301,2078
S01013302,3889
S01013303,3363
S01013304,1366
S01013305,1503
S01013306,242
S01013307,1515
S01013308,1195
S01013309,4123
S01013310,2237
S01013311,1585
S01013312,1277
S01013313,2214
S01013314,2578
S01013315,6012
S01013316,4832
S01013317,5003
S01013318,5220
S01013319,4134
S01013320,6136
S01013321,1485
S01013322,3138
S01013323,1781
S01013324,1154
S01013325,1032
S01013326,1769
S01013327,1624
S01013328,1396
S01013329,1209
S01013330,5664
S01013331,6699
S01013332,1922
S01013333,3695
S01013334,1912
S01013335,1064
S01013336,302
S01013337,4241
S01013338,4608
S01013339,5712
S01013340,6266
S01013341,5606
S01013342,974
S01013343,3463
S01013344,1165
S01013345,2019
S01013346,6043
S01013347,4807
S01013348,2477
S01013349,4406
S01013350,1387
S01013351,3798
S01013352,3545
S01013353,1225
S01013354,4529
S01013355,4001
S01013356,2223
S01013357,6057
S01013358,2412
S01013359,359
S01013360,1553
S01013361,109
S01013362,1216
S01013363,429
S01013364,3685
S01013365,3180
S01013366,4637
S01013367,4470
S01013368,3512
S01013369,1074
S01013370,560
S01013371,1731
S01013372,632
S01013373,1568
S01013374,335
S01013375,1308
S01013376,1608
S01013377,1620
S01013378,1716
S01013379,2949
S01013380,4510
S01013381,2209
S01013382,5431
S01013383,1050
S01013384,2478
S01013385,3575
S01013386,5985
S01013387,2098
S01013388,2186
S01013389,2682
S01013390,2731
S01013391,3437
S01013392,5861
S01013393,2108
S01013394,1123
S01013395,170
S01013396,4103
S01013397,2447
S01013398,6125
S01013399,4798
S01013400,2199
S01013401,4682
S01013402,5733
S01013403,5278
S01013404,3812
S01013405,3361
S01013406,1558
S01013407,1703
S01013408,1536
S01013409,3105
S01013410,1873
S01013411,3539
S01013412,1956
S01013413,5058
S01013414,1997
S01013415,301
S01013416,988
S01013417,1765
S01013418,2747
S01013419,4849
S01013420,2789
S01013421,5477
S01013422,3349
S01013423,3596
S01013424,5762
S01013425,4438
S01013426,1294
S01013427,4993
S01013428,1636
S01013429,2947
S01013430,2615
S01013431,1063
S01013432,3271
S01013433,4770
S01013434,6010
S01013435,6800
S01013436,4259
S01013437,4089
S01013438,3187
S01013439,6798
S01013440,6819
S01013441,6656
S01013442,5312
S01013443,6572
S01013444,3092
S01013445,6574
S01013446,3615
S01013447,6662
S01013448,6206
S01013449,6773
S01013450,6376
S01013451,6357
S01013452,6356
S01013453,1173
S01013454,5162
S01013455,4497
S01013456,2764
S01013457,2037
S01013458,3693
S01013459,2007
S01013460,2270
S01013461,3035
S01013462,4430
S01013463,2650
S01013464,4369
S01013465,3570
S01013466,4522
S01013467,5512
S01013468,2261
S01013469,4983
S01013470,1150
S01013471,2132
S01013472,6600
S01013473,6807
S01013474,6118
S01013475,4345
S01013476,3087
S01013477,2193
S01013478,3208
S01013479,1641
S01013480,2721
S01013481,4311
