DZ11CD,IMD16
S01008265,6828
S01008266,6840
S01008267,4882
S01008268,6710
S01008269,6183
S01008270,6917
S01008271,3839
S01008272,5172
S01008273,6903
S01008274,3972
S01008275,5061
S01008276,6446
S01008277,4653
S01008278,6292
S01008279,4375
S01008280,4725
S01008281,4357
S01008282,4168
S01008283,5325
S01008284,4921
S01008285,2695
S01008286,4018
S01008287,4073
S01008288,4146
S01008289,2510
S01008290,4594
S01008291,5608
S01008292,4513
S01008293,6314
S01008294,4394
S01008295,5803
S01008296,2906
S01008297,5590
S01008298,4156
S01008299,1393
S01008300,2492
S01008301,4740
S01008302,5939
S01008303,3874
S01008304,4297
S01008305,5563
S01008306,5910
S01008307,5226
S01008308,5976
S01008309,1015
S01008310,2925
S01008311,1958
S01008312,6037
S01008313,880
S01008314,882
S01008315,601
S01008316,212
S01008317,1725
S01008318,4917
S01008319,2180
S01008320,3730
S01008321,6395
S01008322,2256
S01008323,1309
S01008324,2204
S01008325,2622
S01008326,1190
S01008327,2602
S01008328,5719
S01008329,6443
S01008330,6028
S01008331,6036
S01008332,6085
S01008333,5048
S01008334,6429
S01008335,3251
S01008336,2296
S01008337,4686
S01008338,6250
S01008339,6290
S01008340,5790
S01008341,6748
S01008342,3563
S01008343,6916
S01008344,6927
S01008345,6872
S01008346,6902
S01008347,6331
S01008348,5869
S01008349,6077
S01008350,6618
S01008351,6161
S01008352,6910
S01008353,6527
S01008354,4444
S01008355,3975
S01008356,5401
S01008357,5609
S01008358,3404
S01008359,6151
S01008360,6418
S01008361,5193
S01008362,6306
S01008363,5896
S01008364,6519
S01008365,6560
S01008366,3706
S01008367,2286
S01008368,5047
S01008369,4335
S01008370,6094
S01008371,6879
S01008372,6360
S01008373,6853
S01008374,6905
S01008375,6925
S01008376,6918
S01008377,6960
S01008378,6788
S01008379,6851
S01008380,6797
S01008381,6909
S01008382,6715
S01008383,6877
S01008384,5784
S01008385,6846
S01008386,6242
S01008387,6524
S01008388,5631
S01008389,6104
S01008390,6809
S01008391,6448
S01008392,6805
S01008393,6783
S01008394,6965
S01008395,6254
S01008396,5820
S01008397,6911
S01008398,6281
S01008399,6209
S01008400,6428
S01008401,6180
S01008402,6873
S01008403,6837
S01008404,6855
S01008405,6976
S01008406,5128
S01008407,3469
S01008408,6691
S01008409,2944
S01008410,4709
S01008411,5489
S01008412,5114
S01008413,4205
S01008414,6810
S01008415,4232
S01008416,2041
S01008417,5612
S01008418,6285
S01008419,5717
S01008420,6737
S01008421,3530
S01008422,6792
S01008423,6391
S01008424,6671
S01008425,6763
S01008426,3253
S01008427,6312
S01008428,4055
S01008429,6758
S01008430,5177
S01008431,5793
S01008432,6298
S01008433,6614
S01008434,6493
S01008435,6589
S01008436,6279
S01008437,5241
S01008438,6336
S01008439,6778
S01008440,6410
S01008441,6700
S01008442,6652
S01008443,6679
S01008444,6730
S01008445,5486
S01008446,6838
S01008447,6296
S01008448,5559
S01008449,913
S01008450,1398
S01008451,132
S01008452,239
S01008453,3562
S01008454,738
S01008455,623
S01008456,267
S01008457,1054
S01008458,2561
S01008459,375
S01008460,264
S01008461,347
S01008462,191
S01008463,438
S01008464,3622
S01008465,3597
S01008466,2452
S01008467,3544
S01008468,2183
S01008469,3379
S01008470,973
S01008471,594
S01008472,1601
S01008473,1045
S01008474,728
S01008475,1424
S01008476,1481
S01008477,1146
S01008478,1368
S01008479,2034
S01008480,2155
S01008481,2621
S01008482,1976
S01008483,1363
S01008484,3408
S01008485,5010
S01008486,2594
S01008487,5410
S01008488,3476
S01008489,2472
S01008490,3654
S01008491,4014
S01008492,2890
S01008493,2680
S01008494,1799
S01008495,3071
S01008496,4539
S01008497,4650
S01008498,2196
S01008499,4190
S01008500,1059
S01008501,6139
S01008502,6658
S01008503,6608
S01008504,6750
S01008505,6768
S01008506,6469
S01008507,5962
S01008508,6904
S01008509,6868
S01008510,6457
S01008511,6899
S01008512,6865
S01008513,6830
S01008514,5630
S01008515,6961
S01008516,4286
S01008517,6686
S01008518,6825
S01008519,6722
S01008520,6862
S01008521,6833
S01008522,6651
S01008523,6396
S01008524,944
S01008525,2427
S01008526,3054
S01008527,5130
S01008528,4683
S01008529,4363
S01008530,741
S01008531,1750
S01008532,2699
S01008533,5300
S01008534,6595
S01008535,6434
S01008536,6639
S01008537,6774
S01008538,6950
S01008539,6895
S01008540,6893
S01008541,6863
S01008542,6732
S01008543,6707
S01008544,6340
S01008545,6723
S01008546,6610
S01008547,5025
S01008548,4439
S01008549,3886
S01008550,5661
S01008551,4784
S01008552,5554
S01008553,2340
S01008554,775
S01008555,808
S01008556,647
S01008557,1137
S01008558,1339
S01008559,1993
S01008560,1574
S01008561,2556
S01008562,872
S01008563,1403
S01008564,2724
S01008565,1005
S01008566,1526
S01008567,1975
S01008568,3564
S01008569,50
S01008570,535
S01008571,1996
S01008572,3140
S01008573,4986
S01008574,5634
S01008575,6480
S01008576,5446
S01008577,4766
S01008578,6794
S01008579,4828
S01008580,4675
S01008581,1418
S01008582,1804
S01008583,2628
S01008584,2633
S01008585,1715
S01008586,2168
S01008587,5755
S01008588,6786
S01008589,5602
S01008590,6552
S01008591,5880
S01008592,3650
S01008593,6701
S01008594,6537
S01008595,1470
S01008596,2297
S01008597,6176
S01008598,5524
S01008599,6398
S01008600,5709
S01008601,6531
S01008602,6613
S01008603,4521
S01008604,6455
S01008605,6759
S01008606,6650
S01008607,6793
S01008608,6836
S01008609,6130
S01008610,6820
S01008611,6870
S01008612,4996
S01008613,6545
S01008614,5758
S01008615,6752
S01008616,6921
S01008617,6947
S01008618,6948
S01008619,6733
S01008620,6963
S01008621,6970
S01008622,6974
S01008623,6940
S01008624,6445
S01008625,6117
S01008626,6922
S01008627,6953
S01008628,6235
S01008629,6154
S01008630,6849
S01008631,5776
S01008632,3488
S01008633,5924
S01008634,6907
S01008635,6746
S01008636,6720
S01008637,6869
S01008638,5547
S01008639,5729
S01008640,6939
S01008641,6967
S01008642,6928
S01008643,6754
S01008644,5394
S01008645,6643
S01008646,6449
S01008647,6229
S01008648,4948
S01008649,4697
S01008650,4142
S01008651,3679
S01008652,1988
S01008653,2591
S01008654,2750
S01008655,3533
S01008656,1798
S01008657,3340
S01008658,3678
S01008659,3033
S01008660,5202
S01008661,4104
S01008662,3988
S01008663,2852
S01008664,4423
S01008665,4303
S01008666,6822
S01008667,5908
S01008668,6000
S01008669,6564
S01008670,6062
S01008671,5731
S01008672,5770
S01008673,3959
S01008674,3481
S01008675,2619
S01008676,3733
S01008677,2729
S01008678,3451
S01008679,1589
S01008680,3490
S01008681,2505
S01008682,3350
S01008683,2057
S01008684,1256
S01008685,1588
S01008686,1706
S01008687,2851
S01008688,3498
S01008689,4180
S01008690,4972
S01008691,3111
S01008692,4324
S01008693,4872
S01008694,5115
S01008695,4834
S01008696,6616
S01008697,6196
S01008698,5126
S01008699,2454
S01008700,6349
S01008701,1079
S01008702,2342
S01008703,293
S01008704,1060
S01008705,552
S01008706,2274
S01008707,116
S01008708,199
S01008709,722
S01008710,14
S01008711,462
S01008712,94
S01008713,165
S01008714,1038
S01008715,1321
S01008716,1249
S01008717,3970
S01008718,4276
S01008719,3475
S01008720,2364
S01008721,5578
S01008722,4664
S01008723,5903
S01008724,5648
S01008725,4758
S01008726,6971
S01008727,5768
S01008728,2139
S01008729,6605
S01008730,3576
S01008731,2612
S01008732,2054
S01008733,3485
S01008734,4736
S01008735,6633
S01008736,5147
S01008737,6661
S01008738,6648
S01008739,4595
S01008740,5974
S01008741,6425
S01008742,3816
S01008743,1981
S01008744,3331
S01008745,5558
S01008746,1328
S01008747,6310
S01008748,6659
S01008749,5449
S01008750,6273
S01008751,2058
S01008752,342
S01008753,1197
S01008754,2781
S01008755,1662
S01008756,966
S01008757,61
S01008758,681
S01008759,463
S01008760,246
S01008761,3676
S01008762,4857
S01008763,6358
S01008764,4610
S01008765,4674
S01008766,4617
S01008767,3507
S01008768,2822
S01008769,3868
S01008770,4141
S01008771,3963
S01008772,5291
S01008773,2572
S01008774,1275
S01008775,3304
S01008776,899
S01008777,574
S01008778,3406
S01008779,5899
S01008780,3126
S01008781,2570
S01008782,2504
S01008783,4367
S01008784,4656
S01008785,714
S01008786,2657
S01008787,51
S01008788,3719
S01008789,1101
S01008790,1372
S01008791,3245
S01008792,2222
S01008793,1330
S01008794,2115
S01008795,4508
S01008796,2710
S01008797,3580
S01008798,3165
S01008799,3420
S01008800,4382
S01008801,3474
S01008802,2872
S01008803,2149
S01008804,2179
S01008805,4999
S01008806,4728
S01008807,3657
S01008808,3711
S01008809,5366
S01008810,6672
S01008811,6459
S01008812,6185
S01008813,2111
S01008814,4085
S01008815,2726
S01008816,3416
S01008817,2295
S01008818,5597
S01008819,5462
S01008820,1645
S01008821,6098
S01008822,6521
S01008823,6215
S01008824,6657
S01008825,6716
S01008826,3697
S01008827,6739
S01008828,5875
S01008829,5902
S01008830,6127
S01008831,6566
S01008832,6284
S01008833,6719
S01008834,6842
S01008835,5548
S01008836,2233
S01008837,4648
S01008838,5381
S01008839,5638
S01008840,6640
S01008841,6695
S01008842,6042
S01008843,5153
S01008844,5997
S01008845,6543
S01008846,5370
S01008847,6811
S01008848,5360
S01008849,6499
S01008850,6966
S01008851,4064
S01008852,6831
S01008853,6787
S01008854,6937
S01008855,6931
S01008856,6599
S01008857,6753
S01008858,6653
S01008859,5957
S01008860,5232
S01008861,6959
S01008862,6311
S01008863,6764
S01008864,6751
S01008865,6886
S01008866,6972
S01008867,6951
S01008868,4904
S01008869,6542
S01008870,6636
S01008871,6924
S01008872,5522
S01008873,6894
S01008874,5797
S01008875,4923
S01008876,5972
S01008877,6709
S01008878,4238
S01008879,4790
S01008880,5616
S01008881,6703
S01008882,6934
S01008883,6634
S01008884,6706
S01008885,6890
S01008886,6756
S01008887,6580
S01008888,6553
S01008889,6705
S01008890,5928
S01008891,6624
S01008892,5804
S01008893,6843
S01008894,6935
S01008895,6776
S01008896,6929
S01008897,6882
S01008898,6687
S01008899,983
S01008900,2177
S01008901,1966
S01008902,1796
S01008903,2059
S01008904,1465
S01008905,689
S01008906,727
S01008907,405
S01008908,1254
S01008909,2723
S01008910,2118
S01008911,5647
S01008912,6004
S01008913,4321
S01008914,3410
S01008915,5461
S01008916,853
S01008917,511
S01008918,394
S01008919,370
S01008920,4473
S01008921,414
S01008922,1384
S01008923,1194
S01008924,773
S01008925,2676
S01008926,2134
S01008927,3881
S01008928,1524
S01008929,6
S01008930,255
S01008931,930
S01008932,2567
S01008933,617
S01008934,1538
S01008935,6261
S01008936,6898
S01008937,5508
S01008938,6103
S01008939,5856
S01008940,6583
S01008941,6594
S01008942,6402
S01008943,6789
S01008944,6568
S01008945,6205
S01008946,6623
S01008947,6211
S01008948,6179
S01008949,3079
S01008950,3926
S01008951,1290
S01008952,951
S01008953,2164
S01008954,2113
S01008955,5375
S01008956,4851
S01008957,3095
S01008958,2527
S01008959,4183
S01008960,6832
S01008961,5716
S01008962,6629
S01008963,6536
S01008964,6881
S01008965,6551
S01008966,6059
S01008967,6644
S01008968,6143
S01008969,5159
S01008970,6856
S01008971,6637
S01008972,6859
S01008973,5527
S01008974,6213
S01008975,3008
S01008976,6941
S01008977,6541
S01008978,5385
S01008979,4172
S01008980,3832
S01008981,6717
S01008982,3720
S01008983,2901
S01008984,4079
S01008985,4859
S01008986,5943
S01008987,6588
S01008988,4254
S01008989,5376
S01008990,5356
S01008991,5542
S01008992,2945
S01008993,4450
S01008994,3046
S01008995,6453
S01008996,3199
S01008997,3429
S01008998,1083
S01008999,3268
S01009000,5837
S01009001,5624
S01009002,5125
S01009003,6462
S01009004,5063
S01009005,5739
S01009006,4449
S01009007,3894
S01009008,5580
S01009009,1516
S01009010,6158
S01009011,6511
S01009012,6555
S01009013,6678
S01009014,3042
S01009015,3513
S01009016,3055
S01009017,2694
S01009018,2811
S01009019,3703
S01009020,3222
S01009021,3006
S01009022,3324
S01009023,3010
S01009024,3729
S01009025,2423
S01009026,3371
S01009027,2654
S01009028,3119
S01009029,2564
S01009030,2806
S01009031,2928
S01009032,3834
S01009033,3543
S01009034,3291
S01009035,4116
S01009036,3689
S01009037,3283
S01009038,3552
S01009039,1924
S01009040,2777
S01009041,2112
S01009042,3744
S01009043,4188
S01009044,3327
S01009045,4316
S01009046,4611
S01009047,4181
S01009048,3527
S01009049,3310
S01009050,3329
S01009051,3778
S01009052,4607
S01009053,230
S01009054,2879
S01009055,4576
S01009056,1640
S01009057,1271
S01009058,2253
S01009059,3247
S01009060,6729
S01009061,3682
S01009062,1543
S01009063,4955
S01009064,2749
S01009065,1007
S01009066,2136
S01009067,6038
S01009068,2792
S01009069,5832
S01009070,5301
S01009071,3860
S01009072,5180
S01009073,2514
S01009074,1827
S01009075,3118
S01009076,4216
S01009077,3455
S01009078,6767
S01009079,1452
S01009080,2565
S01009081,4026
S01009082,2385
S01009083,2842
S01009084,1849
S01009085,6060
S01009086,2017
S01009087,1969
S01009088,3407
S01009089,5104
S01009090,6510
S01009091,6642
S01009092,3876
S01009093,1986
S01009094,6474
S01009095,4612
S01009096,4835
S01009097,6406
S01009098,6050
S01009099,2909
S01009100,1663
S01009101,1974
S01009102,730
S01009103,5514
S01009104,2798
S01009105,3610
S01009106,4127
S01009107,4662
S01009108,6051
S01009109,6548
S01009110,3560
S01009111,5443
S01009112,6414
S01009113,6048
S01009114,5285
S01009115,3531
S01009116,6646
S01009117,3177
S01009118,5847
S01009119,1844
S01009120,2352
S01009121,2318
S01009122,2309
S01009123,4723
S01009124,4783
S01009125,2486
S01009126,80
S01009127,650
S01009128,373
S01009129,529
S01009130,1768
S01009131,1743
S01009132,5340
S01009133,1215
S01009134,4268
S01009135,5183
S01009136,5359
S01009137,6704
S01009138,5836
S01009139,1178
S01009140,1652
S01009141,777
S01009142,931
S01009143,507
S01009144,5103
S01009145,3449
S01009146,1612
S01009147,1151
S01009148,1858
S01009149,3339
S01009150,895
S01009151,4493
S01009152,1954
S01009153,2926
S01009154,4676
S01009155,5705
S01009156,6409
S01009157,3159
S01009158,2797
S01009159,232
S01009160,1881
S01009161,464
S01009162,666
S01009163,2506
S01009164,2490
S01009165,1066
S01009166,863
S01009167,1394
S01009168,5654
S01009169,1903
S01009170,1517
S01009171,2611
S01009172,6801
S01009173,5975
S01009174,6268
S01009175,6231
S01009176,4672
S01009177,1316
S01009178,926
S01009179,1860
S01009180,2011
S01009181,3050
S01009182,4358
S01009183,5635
S01009184,1493
S01009185,1651
S01009186,3121
S01009187,4701
S01009188,1999
S01009189,1714
S01009190,5298
S01009191,6270
S01009192,5294
S01009193,5961
S01009194,5787
S01009195,6370
S01009196,3243
S01009197,5894
S01009198,5123
S01009199,5150
S01009200,5282
S01009201,2600
S01009202,6203
S01009203,540
S01009204,2271
S01009205,5954
S01009206,5686
S01009207,5684
S01009208,4721
S01009209,5756
S01009210,5281
S01009211,3668
S01009212,2069
S01009213,2004
S01009214,5380
S01009215,2276
S01009216,2424
S01009217,755
S01009218,3976
S01009219,1805
S01009220,1991
S01009221,2972
S01009222,1784
S01009223,3020
S01009224,1968
S01009225,2805
S01009226,1255
S01009227,2746
S01009228,690
S01009229,3045
S01009230,3487
S01009231,4501
S01009232,456
S01009233,3068
S01009234,530
S01009235,1513
S01009236,5295
S01009237,6745
S01009238,1941
S01009239,2345
S01009240,179
S01009241,745
S01009242,3201
S01009243,2799
S01009244,5695
S01009245,5276
S01009246,2959
S01009247,3216
S01009248,4598
S01009249,1502
S01009250,3107
S01009251,3817
S01009252,6875
S01009253,2039
S01009254,935
S01009255,1738
S01009256,4869
S01009257,3914
S01009258,3594
S01009259,5346
S01009260,3553
S01009261,1401
S01009262,1119
S01009263,6141
S01009264,4811
S01009265,3369
S01009266,2538
S01009267,4013
S01009268,3145
S01009269,550
S01009270,1522
S01009271,5521
S01009272,1224
S01009273,5553
S01009274,4435
S01009275,2036
S01009276,4209
S01009277,4659
S01009278,5889
S01009279,3021
S01009280,710
S01009281,1292
S01009282,3501
S01009283,3325
S01009284,6191
S01009285,5044
S01009286,5737
S01009287,6009
S01009288,5710
S01009289,5187
S01009290,6342
S01009291,5819
S01009292,1893
S01009293,4120
S01009294,5807
S01009295,5516
S01009296,4426
S01009297,6160
S01009298,1444
S01009299,3026
S01009300,1501
S01009301,1046
S01009302,384
S01009303,4908
S01009304,3803
S01009305,2235
S01009306,3548
S01009307,1943
S01009308,2761
S01009309,3731
S01009310,6199
S01009311,1483
S01009312,4207
S01009313,1673
S01009314,4929
S01009315,2838
S01009316,6169
S01009317,6219
S01009318,6718
S01009319,6264
S01009320,4126
S01009321,5947
S01009322,4415
S01009323,3422
S01009324,3238
S01009325,6044
S01009326,3649
S01009327,5718
S01009328,6781
S01009329,6267
S01009330,4825
S01009331,5539
S01009332,5575
S01009333,2793
S01009334,892
S01009335,1846
S01009336,592
S01009337,1003
S01009338,1218
S01009339,789
S01009340,1739
S01009341,1420
S01009342,2536
S01009343,3797
S01009344,1609
S01009345,3883
S01009346,6200
S01009347,6450
S01009348,6105
S01009349,4396
S01009350,5218
S01009351,6031
S01009352,6174
S01009353,6293
S01009354,6463
S01009355,5594
S01009356,6178
S01009357,6596
S01009358,6621
S01009359,6374
S01009360,5086
S01009361,4641
S01009362,6323
S01009363,3063
S01009364,4434
S01009365,3275
S01009366,3218
S01009367,3168
S01009368,2880
S01009369,3096
S01009370,3509
S01009371,3335
S01009372,3162
S01009373,1883
S01009374,1855
S01009375,2197
S01009376,2374
S01009377,4587
S01009378,2335
S01009379,4260
S01009380,3601
S01009381,5333
S01009382,2551
S01009383,2886
S01009384,6309
S01009385,4668
S01009386,3269
S01009387,2994
S01009388,702
S01009389,4000
S01009390,6684
S01009391,6546
S01009392,6944
S01009393,6227
S01009394,5681
S01009395,6952
S01009396,6854
S01009397,5515
S01009398,5792
S01009399,6218
S01009400,4578
S01009401,6523
S01009402,6307
S01009403,4198
S01009404,1230
S01009405,5873
S01009406,3508
S01009407,4390
S01009408,6099
S01009409,2894
S01009410,994
S01009411,1730
S01009412,1544
S01009413,3176
S01009414,3244
S01009415,1979
S01009416,6236
S01009417,2188
S01009418,1985
S01009419,1400
S01009420,514
S01009421,698
S01009422,2732
S01009423,6318
S01009424,3417
S01009425,3094
S01009426,798
S01009427,1127
S01009428,1106
S01009429,420
S01009430,1239
S01009431,1240
S01009432,528
S01009433,1062
S01009434,1406
S01009435,231
S01009436,1741
S01009437,2232
S01009438,1687
S01009439,1000
S01009440,1412
S01009441,1563
S01009442,4225
S01009443,1838
S01009444,5445
S01009445,1610
S01009446,615
S01009447,1341
S01009448,4333
S01009449,2305
S01009450,488
S01009451,840
S01009452,1674
S01009453,1623
S01009454,5701
S01009455,6061
S01009456,1965
S01009457,4377
S01009458,3592
S01009459,1852
S01009460,386
S01009461,5984
S01009462,3616
S01009463,3249
S01009464,5119
S01009465,3735
S01009466,6107
S01009467,6115
S01009468,1960
S01009469,4897
S01009470,4744
S01009471,194
S01009472,871
S01009473,705
S01009474,999
S01009475,6243
S01009476,4934
S01009477,4651
S01009478,1980
S01009479,2480
S01009480,5604
S01009481,3569
S01009482,3001
S01009483,3536
S01009484,2300
S01009485,2074
S01009486,4083
S01009487,1946
S01009488,3738
S01009489,850
S01009490,933
S01009491,1989
S01009492,2528
S01009493,6354
S01009494,5347
S01009495,6170
S01009496,3258
S01009497,2891
S01009498,5692
S01009499,3191
S01009500,1540
S01009501,1333
S01009502,1809
S01009503,2393
S01009504,619
S01009505,533
S01009506,774
S01009507,2728
S01009508,936
S01009509,1153
S01009510,6534
S01009511,5991
S01009512,6005
S01009513,6365
S01009514,5745
S01009515,2190
S01009516,2122
S01009517,6438
S01009518,6471
S01009519,4989
S01009520,3907
S01009521,1085
S01009522,1161
S01009523,569
S01009524,639
S01009525,1034
S01009526,4946
S01009527,1683
S01009528,2483
S01009529,4863
S01009530,6382
S01009531,739
S01009532,1077
S01009533,984
S01009534,176
S01009535,113
S01009536,1680
S01009537,2409
S01009538,1023
S01009539,3534
S01009540,558
S01009541,2673
S01009542,412
S01009543,2517
S01009544,2359
S01009545,2303
S01009546,3153
S01009547,1175
S01009548,3066
S01009549,3777
S01009550,4105
S01009551,2543
S01009552,3492
S01009553,970
S01009554,1939
S01009555,3911
S01009556,1029
S01009557,680
S01009558,446
S01009559,866
S01009560,590
S01009561,1047
S01009562,2524
S01009563,3226
S01009564,3426
S01009565,1152
S01009566,3323
S01009567,2257
S01009568,1940
S01009569,2581
S01009570,2392
S01009571,701
S01009572,829
S01009573,422
S01009574,1439
S01009575,2157
S01009576,3873
S01009577,4024
S01009578,3083
S01009579,2952
S01009580,6712
S01009581,2706
S01009582,3343
S01009583,2213
S01009584,6204
S01009585,2769
S01009586,2331
S01009587,3025
S01009588,2741
S01009589,3250
S01009590,6029
S01009591,4737
S01009592,5399
S01009593,5670
S01009594,5374
S01009595,5866
S01009596,1604
S01009597,726
S01009598,380
S01009599,1659
S01009600,673
S01009601,1449
S01009602,5885
S01009603,3517
S01009604,3294
S01009605,1280
S01009606,3917
S01009607,6441
S01009608,3896
S01009609,5316
S01009610,3409
S01009611,4505
S01009612,2913
S01009613,6461
S01009614,4584
S01009615,4054
S01009616,3358
S01009617,4635
S01009618,1298
S01009619,1110
S01009620,1098
S01009621,669
S01009622,27
S01009623,1529
S01009624,1606
S01009625,776
S01009626,424
S01009627,1717
S01009628,1500
S01009629,1279
S01009630,731
S01009631,225
S01009632,93
S01009633,166
S01009634,814
S01009635,1434
S01009636,183
S01009637,1584
S01009638,217
S01009639,5189
S01009640,570
S01009641,1206
S01009642,1879
S01009643,5357
S01009644,2145
S01009645,2672
S01009646,1733
S01009647,441
S01009648,2434
S01009649,1919
S01009650,6027
S01009651,4135
S01009652,5175
S01009653,5827
S01009654,3443
S01009655,1378
S01009656,417
S01009657,3425
S01009658,904
S01009659,1036
S01009660,2399
S01009661,4045
S01009662,3855
S01009663,4086
S01009664,4679
S01009665,3542
S01009666,3714
S01009667,5315
S01009668,6252
S01009669,5091
S01009670,4366
S01009671,4776
S01009672,2314
S01009673,4556
S01009674,4491
S01009675,4944
S01009676,3740
S01009677,4265
S01009678,4769
S01009679,3256
S01009680,3670
S01009681,2593
S01009682,6458
S01009683,5415
S01009684,5284
S01009685,2733
S01009686,2630
S01009687,4378
S01009688,1163
S01009689,2810
S01009690,3114
S01009691,6452
S01009692,5435
S01009693,6405
S01009694,5772
S01009695,5219
S01009696,4383
S01009697,4990
S01009698,5460
S01009699,4354
S01009700,3196
S01009701,4694
S01009702,3922
S01009703,3701
S01009704,5671
S01009705,2317
S01009706,3303
S01009707,5239
S01009708,3639
S01009709,4186
S01009710,3590
S01009711,2430
S01009712,4364
S01009713,4107
S01009714,5231
S01009715,4124
S01009716,6214
S01009717,4560
S01009718,3418
S01009719,3643
S01009720,3942
S01009721,6676
S01009722,6841
S01009723,6505
S01009724,3030
S01009725,6481
S01009726,6582
S01009727,4376
S01009728,6403
S01009729,6740
S01009730,6673
S01009731,6973
S01009732,6603
S01009733,5156
S01009734,5858
S01009735,6761
S01009736,6731
S01009737,3910
S01009738,5633
S01009739,5509
S01009740,3041
S01009741,6857
S01009742,5120
S01009743,5017
S01009744,5065
S01009745,6334
S01009746,4750
S01009747,3456
S01009748,4427
S01009749,5006
S01009750,3807
S01009751,3039
S01009752,6567
S01009753,4883
S01009754,5603
S01009755,6228
S01009756,5646
S01009757,6301
S01009758,4581
S01009759,237
S01009760,736
S01009761,3726
S01009762,611
S01009763,6416
S01009764,336
S01009765,2096
S01009766,2988
S01009767,190
S01009768,654
S01009769,5140
S01009770,3788
S01009771,3723
S01009772,4677
S01009773,5683
S01009774,5817
S01009775,111
S01009776,182
S01009777,607
S01009778,303
S01009779,99
S01009780,5
S01009781,470
S01009782,2989
S01009783,324
S01009784,241
S01009785,489
S01009786,98
S01009787,162
S01009788,1882
S01009789,1002
S01009790,1728
S01009791,436
S01009792,6175
S01009793,4061
S01009794,6372
S01009795,6033
S01009796,5416
S01009797,4738
S01009798,5764
S01009799,205
S01009800,1268
S01009801,991
S01009802,1129
S01009803,354
S01009804,841
S01009805,794
S01009806,1211
S01009807,2357
S01009808,2206
S01009809,2165
S01009810,800
S01009811,750
S01009812,1093
S01009813,288
S01009814,2818
S01009815,1834
S01009816,4221
S01009817,1669
S01009818,5109
S01009819,2664
S01009820,2311
S01009821,3385
S01009822,2956
S01009823,718
S01009824,1724
S01009825,1128
S01009826,875
S01009827,742
S01009828,272
S01009829,1009
S01009830,2016
S01009831,2803
S01009832,2840
S01009833,1911
S01009834,1028
S01009835,563
S01009836,2227
S01009837,667
S01009838,549
S01009839,387
S01009840,805
S01009841,700
S01009842,226
S01009843,38
S01009844,66
S01009845,636
S01009846,941
S01009847,352
S01009848,672
S01009849,952
S01009850,1528
S01009851,643
S01009852,1840
S01009853,1837
S01009854,1176
S01009855,2494
S01009856,2403
S01009857,2306
S01009858,2582
S01009859,218
S01009860,156
S01009861,215
S01009862,319
S01009863,782
S01009864,1181
S01009865,1748
S01009866,2301
S01009867,2660
S01009868,2839
S01009869,2930
S01009870,1512
S01009871,810
S01009872,2319
S01009873,1863
S01009874,1595
S01009875,874
S01009876,682
S01009877,5206
S01009878,1532
S01009879,5958
S01009880,3940
S01009881,2163
S01009882,3372
S01009883,3230
S01009884,1878
S01009885,2907
S01009886,1900
S01009887,449
S01009888,677
S01009889,1243
S01009890,771
S01009891,1654
S01009892,275
S01009893,630
S01009894,432
S01009895,279
S01009896,538
S01009897,1448
S01009898,296
S01009899,2220
S01009900,4347
S01009901,5338
S01009902,1281
S01009903,2475
S01009904,3427
S01009905,1644
S01009906,2120
S01009907,993
S01009908,3295
S01009909,2830
S01009910,3454
S01009911,4805
S01009912,4881
S01009913,4922
S01009914,4330
S01009915,5148
S01009916,3939
S01009917,6257
S01009918,6034
S01009919,2643
S01009920,5348
S01009921,3554
S01009922,5097
S01009923,4005
S01009924,3261
S01009925,4165
S01009926,3646
S01009927,3100
S01009928,6433
S01009929,5898
S01009930,4012
S01009931,6423
S01009932,4404
S01009933,949
S01009934,4968
S01009935,160
S01009936,1057
S01009937,2919
S01009938,648
S01009939,21
S01009940,97
S01009941,3472
S01009942,318
S01009943,282
S01009944,1931
S01009945,671
S01009946,1894
S01009947,2089
S01009948,413
S01009949,2449
S01009950,6864
S01009951,6812
S01009952,5849
S01009953,5095
S01009954,2996
S01009955,2950
S01009956,2588
S01009957,6389
S01009958,5520
S01009959,6134
S01009960,5734
S01009961,4095
S01009962,3084
S01009963,6188
S01009964,5313
S01009965,4822
S01009966,5727
S01009967,6223
S01009968,4387
S01009969,5268
S01009970,256
S01009971,314
S01009972,1382
S01009973,2579
S01009974,368
S01009975,26
S01009976,131
S01009977,24
S01009978,171
S01009979,221
S01009980,149
S01009981,243
S01009982,715
S01009983,115
S01009984,1205
S01009985,103
S01009986,100
S01009987,587
S01009988,516
S01009989,1618
S01009990,3210
S01009991,2389
S01009992,482
S01009993,3280
S01009994,3529
S01009995,3213
S01009996,2451
S01009997,2666
S01009998,3655
S01009999,5417
S01010000,2875
S01010001,2544
S01010002,3262
S01010003,4332
S01010004,5625
S01010005,1459
S01010006,2507
S01010007,5537
S01010008,2908
S01010009,1745
S01010010,5222
S01010011,1634
S01010012,3880
S01010013,2522
S01010014,2968
S01010015,3985
S01010016,1575
S01010017,501
S01010018,1441
S01010019,154
S01010020,1766
S01010021,367
S01010022,801
S01010023,311
S01010024,932
S01010025,136
S01010026,310
S01010027,2689
S01010028,252
S01010029,31
S01010030,2610
S01010031,2211
S01010032,308
S01010033,305
S01010034,206
S01010035,1721
S01010036,5517
S01010037,216
S01010038,653
S01010039,3206
S01010040,1755
S01010041,1345
S01010042,2485
S01010043,224
S01010044,707
